transaction_id,customer_id,transaction_amount,payment_method,device_type,location,merchant_category,is_international,account_age_days,fraud_flag,transaction_timestamp,transaction_frequency_24h,avg_transaction_amount_7d,unusual_amount_flag,multiple_transactions_short_time,velocity_flag,risk_score,fraud_risk
T0000587,C25341,178.4,"Debit Card",Tablet,USA,Luxury,0,614,1,"2025-07-29 19:56:00",0,NULL,0,0,0,0,Low
T0000588,C13901,22.44,"Credit Card",Tablet,Australia,Luxury,0,514,0,"2026-03-08 19:56:00",0,NULL,0,0,0,0,Low
T0000589,C22481,145.53,"Credit Card",Desktop,Australia,Electronics,0,549,0,"2026-02-11 19:56:00",0,NULL,0,0,0,0,Low
T0000590,C02401,32.02,"Google Pay",Desktop,Germany,Fashion,0,203,0,"2026-04-03 19:56:00",0,NULL,0,0,0,0,Low
T0000591,C29852,38.02,"Apple Pay",Desktop,India,Groceries,1,1617,1,"2025-12-19 19:56:00",0,NULL,0,0,0,0,Low
T0000592,C00554,120.65,"Google Pay",Tablet,USA,Electronics,0,1946,0,"2025-10-13 19:56:00",0,NULL,0,0,0,0,Low
T0000593,C22967,4.87,PayPal,Tablet,USA,Gaming,1,1413,1,"2026-03-24 19:56:00",0,5.47,0,0,0,0,Low
T0000594,C02835,76.1,"Apple Pay",Desktop,India,Fashion,1,876,0,"2025-12-07 19:56:00",0,NULL,0,0,0,0,Low
T0000595,C17481,26.19,"Debit Card",Tablet,India,Groceries,0,1857,0,"2026-01-08 19:56:00",0,NULL,0,0,0,0,Low
T0000596,C22194,107.25,"Credit Card",Mobile,Germany,Gaming,1,1223,1,"2025-06-03 19:56:00",0,NULL,0,0,0,0,Low
T0000597,C19552,215,"Debit Card",Desktop,UK,Travel,0,1840,1,"2025-10-11 19:56:00",0,NULL,0,0,0,0,Low
T0000598,C29676,194.69,PayPal,Mobile,UK,Fashion,0,1396,0,"2025-06-04 19:56:00",0,NULL,0,0,0,0,Low
T0000599,C03756,5.45,PayPal,Tablet,India,Luxury,0,826,0,"2026-01-28 19:56:00",0,83.98,0,0,0,0,Low
T0000600,C02208,115.19,PayPal,Mobile,Australia,Fashion,0,1968,0,"2025-12-23 19:56:00",0,NULL,0,0,0,0,Low
T0000601,C21998,102.62,PayPal,Mobile,Canada,Travel,0,1527,0,"2025-05-30 19:56:00",0,NULL,0,0,0,0,Low
T0000602,C14767,592.32,"Google Pay",Tablet,Germany,Gaming,1,10,1,"2025-11-13 19:56:00",0,NULL,0,0,0,0,Low
T0000603,C11944,59.29,"Debit Card",Mobile,USA,Luxury,1,1142,1,"2025-11-20 19:56:00",0,NULL,0,0,0,0,Low
T0000604,C24243,112.35,PayPal,Desktop,Canada,Travel,1,1283,0,"2025-06-06 19:56:00",0,NULL,0,0,0,0,Low
T0000605,C15167,153.35,"Debit Card",Desktop,India,Luxury,1,440,1,"2025-09-14 19:56:00",0,NULL,0,0,0,0,Low
T0000606,C19878,7.36,"Credit Card",Mobile,Germany,Luxury,1,1357,0,"2026-03-20 19:56:00",0,NULL,0,0,0,0,Low
T0000607,C02471,58.11,"Google Pay",Tablet,Germany,Fashion,0,1784,0,"2026-04-21 19:56:00",0,NULL,0,0,0,0,Low
T0000608,C29698,65.15,"Debit Card",Tablet,Germany,Groceries,1,1411,1,"2026-04-12 19:56:00",0,NULL,0,0,0,0,Low
T0000609,C12862,46.47,"Google Pay",Mobile,India,Electronics,1,114,1,"2026-01-06 19:56:00",0,NULL,0,0,0,0,Low
T0000610,C21715,124.77,"Debit Card",Tablet,UK,Fashion,0,919,0,"2025-12-29 19:56:00",0,NULL,0,0,0,0,Low
T0000611,C18559,121.3,PayPal,Tablet,Australia,Electronics,0,780,1,"2025-07-15 19:56:00",0,NULL,0,0,0,0,Low
T0000612,C07171,154.47,"Debit Card",Mobile,Canada,Gaming,0,1711,1,"2025-08-24 19:56:00",0,NULL,0,0,0,0,Low
T0000613,C29745,211.94,"Credit Card",Desktop,India,Luxury,1,1970,1,"2025-10-28 19:56:00",0,NULL,0,0,0,0,Low
T0000614,C10620,65.79,"Apple Pay",Tablet,Canada,Luxury,1,995,0,"2026-03-09 19:56:00",0,NULL,0,0,0,0,Low
T0000615,C12404,289.13,"Debit Card",Tablet,Canada,Gaming,0,1312,1,"2025-10-25 19:56:00",0,NULL,0,0,0,0,Low
T0000616,C13299,203.61,"Google Pay",Desktop,India,Fashion,1,1691,0,"2025-11-01 19:56:00",0,NULL,0,0,0,0,Low
T0000617,C14415,62.08,"Debit Card",Mobile,Germany,Fashion,0,1667,1,"2026-02-05 19:56:00",0,NULL,0,0,0,0,Low
T0000618,C11870,107.08,PayPal,Tablet,UK,Luxury,0,204,1,"2025-06-26 19:56:00",0,NULL,0,0,0,0,Low
T0000619,C03714,233.86,"Apple Pay",Desktop,UK,Electronics,1,569,1,"2025-08-27 19:56:00",0,NULL,0,0,0,0,Low
T0000620,C07985,1.49,"Debit Card",Tablet,Germany,Luxury,0,1413,0,"2026-04-08 19:56:00",0,11.67,0,0,0,0,Low
T0000621,C16799,139.93,"Google Pay",Mobile,UK,Travel,0,942,1,"2026-04-10 19:56:00",0,NULL,0,0,0,0,Low
T0000622,C19640,124.53,"Credit Card",Tablet,Australia,Fashion,0,568,0,"2025-07-16 19:56:00",0,NULL,0,0,0,0,Low
T0000623,C14720,20.13,"Apple Pay",Desktop,UK,Gaming,1,1452,1,"2025-06-24 19:56:00",0,NULL,0,0,0,0,Low
T0000624,C04677,49.97,"Debit Card",Tablet,Australia,Luxury,0,890,0,"2025-07-06 19:56:00",0,NULL,0,0,0,0,Low
T0000625,C22466,135.66,"Debit Card",Tablet,Germany,Travel,1,1473,0,"2025-11-06 19:56:00",0,NULL,0,0,0,0,Low
T0000626,C12631,531.1,"Google Pay",Mobile,UK,Electronics,0,1910,1,"2026-02-22 19:56:00",0,NULL,0,0,0,0,Low
T0000627,C05814,429.17,"Credit Card",Tablet,Germany,Travel,0,1612,1,"2025-08-30 19:56:00",0,NULL,0,0,0,0,Low
T0000628,C21607,398.97,"Google Pay",Tablet,Australia,Travel,0,457,1,"2026-02-23 19:56:00",0,NULL,0,0,0,0,Low
T0000629,C12137,64.16,"Google Pay",Mobile,India,Electronics,1,134,1,"2026-04-08 19:56:00",0,NULL,0,0,0,0,Low
T0000630,C13943,73.61,PayPal,Desktop,UK,Gaming,1,134,1,"2026-02-21 19:56:00",0,NULL,0,0,0,0,Low
T0000631,C28730,55.52,"Credit Card",Desktop,UK,Gaming,1,795,1,"2025-07-26 19:56:00",0,NULL,0,0,0,0,Low
T0000632,C17123,210.33,PayPal,Desktop,Australia,Travel,0,440,0,"2026-03-01 19:56:00",0,NULL,0,0,0,0,Low
T0000633,C11871,19.73,PayPal,Desktop,Australia,Gaming,0,1102,0,"2026-03-07 19:56:00",0,NULL,0,0,0,0,Low
T0000634,C13880,20.09,"Debit Card",Tablet,Canada,Travel,1,1887,1,"2025-07-15 19:56:00",0,7.29,1,0,0,1,Medium
T0000635,C18092,34.03,PayPal,Mobile,Canada,Gaming,1,1387,1,"2025-07-19 19:56:00",0,116.09,0,0,0,0,Low
T0000636,C11284,36.02,"Debit Card",Tablet,UK,Travel,1,951,0,"2025-05-04 19:56:00",0,NULL,0,0,0,0,Low
T0000637,C25661,135.76,"Google Pay",Mobile,UK,Gaming,0,1532,1,"2025-05-07 19:56:00",0,NULL,0,0,0,0,Low
T0000638,C22842,21.67,"Debit Card",Mobile,India,Travel,0,1144,0,"2025-05-15 19:56:00",0,NULL,0,0,0,0,Low
T0000639,C19669,203.63,"Google Pay",Mobile,Canada,Electronics,0,1132,0,"2025-09-20 19:56:00",0,NULL,0,0,0,0,Low
T0000640,C23741,254.75,"Google Pay",Tablet,Australia,Electronics,1,796,1,"2025-10-16 19:56:00",0,NULL,0,0,0,0,Low
T0000641,C25350,26.97,"Google Pay",Desktop,USA,Groceries,1,666,0,"2026-01-31 19:56:00",0,NULL,0,0,0,0,Low
T0000642,C06382,148.91,PayPal,Tablet,UK,Fashion,0,1150,0,"2026-04-13 19:56:00",0,NULL,0,0,0,0,Low
T0000643,C21464,109.69,"Apple Pay",Mobile,Canada,Travel,0,255,0,"2026-04-30 19:56:00",0,NULL,0,0,0,0,Low
T0000644,C19205,16.8,"Credit Card",Tablet,Australia,Gaming,0,986,0,"2026-01-18 19:56:00",0,NULL,0,0,0,0,Low
T0000645,C09323,137.02,"Google Pay",Desktop,Canada,Fashion,1,1615,1,"2025-07-18 19:56:00",0,29.81,1,0,0,1,Medium
T0000646,C14902,19.33,"Google Pay",Desktop,UK,Electronics,0,1781,0,"2025-10-06 19:56:00",0,NULL,0,0,0,0,Low
T0000647,C18306,168.59,"Google Pay",Desktop,USA,Gaming,1,1261,1,"2026-03-24 19:56:00",0,NULL,0,0,0,0,Low
T0000648,C08197,40.39,"Debit Card",Desktop,Germany,Groceries,1,724,1,"2025-05-10 19:56:00",0,NULL,0,0,0,0,Low
T0000649,C25415,301.2,"Credit Card",Tablet,USA,Groceries,1,1982,1,"2025-09-08 19:56:00",0,NULL,0,0,0,0,Low
T0000650,C02214,473.96,PayPal,Tablet,Australia,Travel,0,912,0,"2025-10-17 19:56:00",0,NULL,0,0,0,0,Low
T0000651,C11571,374.96,PayPal,Tablet,Canada,Electronics,0,1882,1,"2025-08-09 19:56:00",0,NULL,0,0,0,0,Low
T0000652,C13073,122.66,PayPal,Mobile,Germany,Fashion,1,1608,0,"2025-05-21 19:56:00",0,NULL,0,0,0,0,Low
T0000653,C29305,257.95,"Debit Card",Mobile,Australia,Fashion,1,296,1,"2025-07-11 19:56:00",0,NULL,0,0,0,0,Low
T0000654,C24099,158.92,"Google Pay",Mobile,UK,Groceries,1,1759,1,"2025-12-28 19:56:00",0,NULL,0,0,0,0,Low
T0000655,C05112,153.92,"Google Pay",Mobile,Australia,Electronics,0,1237,0,"2026-03-07 19:56:00",0,NULL,0,0,0,0,Low
T0000656,C27788,195.82,"Google Pay",Tablet,Canada,Groceries,1,1767,0,"2025-08-27 19:56:00",0,NULL,0,0,0,0,Low
T0000657,C16083,1.07,"Credit Card",Desktop,UK,Gaming,1,122,0,"2026-01-27 19:56:00",0,NULL,0,0,0,0,Low
T0000658,C26191,11.29,"Apple Pay",Tablet,USA,Luxury,1,1325,1,"2025-09-26 19:56:00",0,NULL,0,0,0,0,Low
T0000659,C25425,215.6,"Credit Card",Mobile,Australia,Electronics,1,1777,1,"2026-01-31 19:56:00",0,NULL,0,0,0,0,Low
T0000660,C22090,331.93,PayPal,Tablet,USA,Gaming,1,1709,1,"2026-01-13 19:56:00",0,NULL,0,0,0,0,Low
T0000661,C28241,144.49,PayPal,Tablet,Canada,Travel,0,951,0,"2025-12-19 19:56:00",0,NULL,0,0,0,0,Low
T0000662,C20090,39.48,PayPal,Mobile,India,Groceries,1,1388,1,"2025-11-06 19:56:00",0,NULL,0,0,0,0,Low
T0000663,C27995,95.59,"Google Pay",Desktop,UK,Luxury,1,1323,1,"2025-10-07 19:56:00",0,NULL,0,0,0,0,Low
T0000664,C07490,0.73,"Debit Card",Mobile,Germany,Fashion,1,945,1,"2026-03-10 19:56:00",0,NULL,0,0,0,0,Low
T0000665,C26216,14.38,"Google Pay",Mobile,UK,Gaming,1,331,1,"2026-02-13 19:56:00",0,NULL,0,0,0,0,Low
T0000666,C23612,9.08,"Apple Pay",Desktop,Canada,Electronics,1,1323,1,"2025-11-20 19:56:00",0,NULL,0,0,0,0,Low
T0000667,C22628,39.59,"Credit Card",Mobile,Canada,Travel,0,1663,0,"2026-02-06 19:56:00",0,NULL,0,0,0,0,Low
T0000668,C24399,46.54,PayPal,Desktop,Canada,Electronics,1,1266,0,"2025-11-10 19:56:00",0,NULL,0,0,0,0,Low
T0000669,C13493,29.7,"Google Pay",Tablet,Germany,Gaming,1,1820,1,"2026-02-27 19:56:00",0,NULL,0,0,0,0,Low
T0000670,C21295,125.23,"Google Pay",Desktop,Canada,Travel,0,1043,1,"2025-06-02 19:56:00",0,NULL,0,0,0,0,Low
T0000671,C25387,206.73,"Apple Pay",Desktop,Germany,Luxury,0,1047,1,"2025-09-14 19:56:00",1,93.12,1,0,0,1,Medium
T0000672,C04747,74.65,"Credit Card",Desktop,Australia,Electronics,1,1238,1,"2026-02-04 19:56:00",0,NULL,0,0,0,0,Low
T0000673,C05309,298.37,PayPal,Desktop,Canada,Gaming,0,859,1,"2025-11-06 19:56:00",0,79.10,1,0,0,1,Medium
T0000674,C21124,208.32,"Apple Pay",Desktop,Canada,Fashion,1,1624,1,"2025-10-10 19:56:00",0,NULL,0,0,0,0,Low
T0000675,C06026,13.01,"Credit Card",Tablet,UK,Fashion,0,1819,0,"2026-04-19 19:56:00",0,NULL,0,0,0,0,Low
T0000676,C05470,38.78,"Credit Card",Mobile,USA,Travel,0,1809,0,"2025-10-09 19:56:00",0,NULL,0,0,0,0,Low
T0000677,C17170,0.46,"Credit Card",Desktop,Germany,Luxury,0,677,0,"2026-03-19 19:56:00",0,NULL,0,0,0,0,Low
T0000678,C29016,12.9,"Debit Card",Mobile,UK,Fashion,1,1956,0,"2025-10-13 19:56:00",0,NULL,0,0,0,0,Low
T0000679,C17261,241.68,PayPal,Mobile,Australia,Travel,0,150,0,"2026-02-02 19:56:00",0,NULL,0,0,0,0,Low
T0000680,C15309,65.86,"Google Pay",Tablet,India,Fashion,1,700,0,"2025-07-28 19:56:00",0,NULL,0,0,0,0,Low
T0000681,C19361,11.22,"Google Pay",Tablet,Australia,Luxury,1,938,1,"2025-06-29 19:56:00",0,NULL,0,0,0,0,Low
T0000682,C20957,319.4,"Credit Card",Desktop,India,Travel,1,184,1,"2025-07-31 19:56:00",0,NULL,0,0,0,0,Low
T0000683,C10089,21.92,"Credit Card",Desktop,UK,Electronics,1,938,1,"2025-10-25 19:56:00",0,NULL,0,0,0,0,Low
T0000684,C17149,39.16,"Apple Pay",Desktop,India,Travel,1,1639,0,"2026-02-20 19:56:00",0,NULL,0,0,0,0,Low
T0000685,C09818,37.6,"Credit Card",Desktop,Germany,Gaming,1,1326,0,"2026-04-26 19:56:00",0,NULL,0,0,0,0,Low
T0000686,C12244,5.93,"Debit Card",Tablet,India,Fashion,1,1033,1,"2026-01-24 19:56:00",1,112.87,0,0,0,0,Low
T0000687,C23428,68.03,"Credit Card",Desktop,UK,Travel,1,1269,1,"2025-06-04 19:56:00",0,NULL,0,0,0,0,Low
T0000688,C20491,0.35,"Apple Pay",Desktop,Australia,Fashion,1,750,1,"2025-12-29 19:56:00",0,NULL,0,0,0,0,Low
T0000689,C27967,207.24,"Google Pay",Mobile,Canada,Travel,0,1199,0,"2026-03-26 19:56:00",0,NULL,0,0,0,0,Low
T0000690,C08918,76.7,"Google Pay",Mobile,Canada,Electronics,1,630,0,"2025-05-07 19:56:00",0,28.32,1,0,0,1,Medium
T0000691,C06093,168.3,"Credit Card",Desktop,UK,Fashion,1,283,1,"2026-03-09 19:56:00",0,NULL,0,0,0,0,Low
T0000692,C02956,160.32,"Apple Pay",Desktop,UK,Groceries,0,549,0,"2026-02-12 19:56:00",0,NULL,0,0,0,0,Low
T0000693,C25747,149.88,PayPal,Desktop,Australia,Electronics,1,1285,0,"2025-08-18 19:56:00",0,NULL,0,0,0,0,Low
T0000694,C27642,5.28,"Google Pay",Desktop,India,Travel,0,574,0,"2026-02-15 19:56:00",0,NULL,0,0,0,0,Low
T0000695,C05951,37.37,"Debit Card",Desktop,USA,Travel,1,1710,0,"2026-01-22 19:56:00",0,NULL,0,0,0,0,Low
T0000696,C25272,290.39,"Apple Pay",Tablet,USA,Luxury,0,407,0,"2025-09-16 19:56:00",0,NULL,0,0,0,0,Low
T0000697,C25264,64.06,PayPal,Desktop,India,Fashion,0,1813,0,"2026-03-13 19:56:00",0,NULL,0,0,0,0,Low
T0000698,C20617,108.5,"Debit Card",Desktop,India,Groceries,0,749,0,"2026-04-09 19:56:00",0,NULL,0,0,0,0,Low
T0000699,C29083,5.11,"Debit Card",Mobile,UK,Groceries,0,128,1,"2026-04-04 19:56:00",0,NULL,0,0,0,0,Low
T0000700,C19160,178.46,"Apple Pay",Mobile,USA,Luxury,1,1828,0,"2026-02-28 19:56:00",0,NULL,0,0,0,0,Low
T0000701,C19537,102.78,"Google Pay",Mobile,UK,Groceries,1,1707,0,"2026-02-10 19:56:00",0,NULL,0,0,0,0,Low
T0000702,C24890,24.07,"Credit Card",Mobile,Canada,Fashion,0,674,0,"2025-06-14 19:56:00",0,57.94,0,0,0,0,Low
T0000703,C15986,178.01,"Apple Pay",Tablet,Australia,Luxury,1,1671,1,"2026-01-01 19:56:00",0,NULL,0,0,0,0,Low
T0000704,C06324,101.46,PayPal,Desktop,Australia,Electronics,1,1680,1,"2026-04-20 19:56:00",0,NULL,0,0,0,0,Low
T0000705,C15903,253.69,"Debit Card",Tablet,Canada,Gaming,1,785,1,"2025-05-04 19:56:00",0,NULL,0,0,0,0,Low
T0000706,C06116,183.45,PayPal,Desktop,Australia,Gaming,1,1247,1,"2025-07-26 19:56:00",0,NULL,0,0,0,0,Low
T0000707,C29966,19.83,PayPal,Mobile,Germany,Gaming,0,166,0,"2025-07-21 19:56:00",0,NULL,0,0,0,0,Low
T0000708,C12030,33.98,"Debit Card",Tablet,Germany,Electronics,0,480,1,"2025-09-10 19:56:00",0,NULL,0,0,0,0,Low
T0000709,C20308,133.64,"Google Pay",Desktop,Australia,Travel,0,640,0,"2025-10-26 19:56:00",0,NULL,0,0,0,0,Low
T0000710,C06222,184.56,PayPal,Tablet,UK,Travel,1,287,1,"2025-08-05 19:56:00",0,54.63,1,0,0,1,Medium
T0000711,C21002,54.62,"Debit Card",Mobile,Germany,Fashion,0,1474,0,"2025-11-17 19:56:00",0,NULL,0,0,0,0,Low
T0000712,C28623,116.87,"Google Pay",Mobile,India,Luxury,0,276,0,"2026-04-14 19:56:00",0,NULL,0,0,0,0,Low
T0000713,C27404,479.8,"Credit Card",Tablet,Germany,Groceries,1,500,1,"2025-10-14 19:56:00",0,NULL,0,0,0,0,Low
T0000714,C07233,199.2,"Credit Card",Mobile,UK,Travel,0,1602,1,"2025-06-24 19:56:00",0,NULL,0,0,0,0,Low
T0000715,C26248,265.03,PayPal,Desktop,Germany,Luxury,0,1786,0,"2025-06-07 19:56:00",0,NULL,0,0,0,0,Low
T0000716,C01911,320.16,PayPal,Tablet,USA,Electronics,1,257,1,"2025-06-19 19:56:00",0,NULL,0,0,0,0,Low
T0000717,C07075,17.3,"Debit Card",Mobile,Australia,Fashion,0,24,0,"2025-08-08 19:56:00",0,NULL,0,0,0,0,Low
T0000718,C17243,52.48,"Google Pay",Tablet,Australia,Luxury,0,1423,0,"2025-05-29 19:56:00",0,NULL,0,0,0,0,Low
T0000719,C18290,38.54,"Apple Pay",Tablet,Germany,Luxury,0,311,0,"2025-09-30 19:56:00",0,NULL,0,0,0,0,Low
T0000720,C21799,68.05,"Debit Card",Mobile,UK,Gaming,0,529,1,"2025-09-24 19:56:00",0,NULL,0,0,0,0,Low
T0000721,C19659,28.16,PayPal,Desktop,Germany,Travel,1,1785,1,"2025-09-16 19:56:00",0,NULL,0,0,0,0,Low
T0000722,C25041,635.35,"Google Pay",Tablet,Canada,Gaming,1,1525,1,"2025-06-10 19:56:00",0,NULL,0,0,0,0,Low
T0000723,C07010,388.16,"Apple Pay",Desktop,India,Electronics,1,1123,1,"2025-10-20 19:56:00",0,NULL,0,0,0,0,Low
T0000724,C23800,88.71,PayPal,Tablet,USA,Electronics,1,283,0,"2026-04-13 19:56:00",0,NULL,0,0,0,0,Low
T0000725,C09842,108.04,"Google Pay",Desktop,USA,Gaming,0,163,0,"2026-01-07 19:56:00",0,NULL,0,0,0,0,Low
T0000726,C18230,1.72,"Debit Card",Mobile,USA,Groceries,0,134,1,"2025-07-12 19:56:00",0,NULL,0,0,0,0,Low
T0000727,C12029,345.25,"Apple Pay",Mobile,Canada,Gaming,0,939,1,"2025-07-06 19:56:00",0,NULL,0,0,0,0,Low
T0000728,C07125,169.92,"Google Pay",Desktop,UK,Electronics,1,504,1,"2026-03-22 19:56:00",0,NULL,0,0,0,0,Low
T0000729,C19505,31.68,"Credit Card",Mobile,Australia,Groceries,1,1629,1,"2025-06-06 19:56:00",0,NULL,0,0,0,0,Low
T0000730,C11401,99.91,"Apple Pay",Mobile,UK,Electronics,1,146,0,"2025-09-20 19:56:00",0,NULL,0,0,0,0,Low
T0000731,C09988,216.51,PayPal,Desktop,Germany,Gaming,0,1971,0,"2025-08-05 19:56:00",0,NULL,0,0,0,0,Low
T0000732,C22865,196.02,"Google Pay",Mobile,Australia,Gaming,0,881,1,"2026-01-07 19:56:00",0,NULL,0,0,0,0,Low
T0000733,C16539,226.1,"Debit Card",Desktop,Canada,Fashion,0,1188,0,"2026-03-15 19:56:00",0,NULL,0,0,0,0,Low
T0000734,C11016,3.55,"Google Pay",Tablet,Australia,Travel,1,19,0,"2026-03-19 19:56:00",0,NULL,0,0,0,0,Low
T0000735,C08604,277.98,"Debit Card",Tablet,India,Travel,1,555,1,"2026-03-18 19:56:00",0,NULL,0,0,0,0,Low
T0000736,C18328,599.87,"Google Pay",Desktop,Australia,Gaming,1,1868,1,"2026-01-19 19:56:00",0,NULL,0,0,0,0,Low
T0000737,C24107,59.8,PayPal,Mobile,USA,Luxury,0,1658,1,"2025-08-05 19:56:00",0,NULL,0,0,0,0,Low
T0000738,C18875,70.52,PayPal,Tablet,India,Groceries,0,694,0,"2026-03-16 19:56:00",0,NULL,0,0,0,0,Low
T0000739,C06242,34.68,PayPal,Tablet,Australia,Fashion,1,333,0,"2025-11-17 19:56:00",0,NULL,0,0,0,0,Low
T0000740,C11460,225.49,"Credit Card",Tablet,UK,Fashion,1,1437,1,"2025-06-19 19:56:00",0,NULL,0,0,0,0,Low
T0000741,C06544,12.88,"Credit Card",Mobile,Australia,Fashion,1,114,0,"2025-05-15 19:56:00",0,NULL,0,0,0,0,Low
T0000742,C20350,31.16,"Apple Pay",Mobile,Canada,Electronics,1,1025,0,"2026-02-14 19:56:00",0,NULL,0,0,0,0,Low
T0000743,C10875,39.83,"Google Pay",Mobile,Germany,Luxury,0,833,1,"2026-01-13 19:56:00",0,50.06,0,0,0,0,Low
T0000744,C04632,104.13,PayPal,Desktop,Germany,Fashion,0,412,0,"2025-05-10 19:56:00",0,NULL,0,0,0,0,Low
T0000745,C01970,18.63,"Credit Card",Tablet,Germany,Travel,0,561,0,"2025-12-06 19:56:00",0,NULL,0,0,0,0,Low
T0000746,C21456,61.49,PayPal,Desktop,Australia,Electronics,0,93,1,"2026-04-26 19:56:00",0,NULL,0,0,0,0,Low
T0000747,C00626,82.59,"Apple Pay",Mobile,India,Gaming,1,1401,0,"2025-12-02 19:56:00",0,NULL,0,0,0,0,Low
T0000748,C17419,48.34,"Credit Card",Mobile,Germany,Electronics,0,484,0,"2026-03-16 19:56:00",0,NULL,0,0,0,0,Low
T0000749,C08107,8.58,"Debit Card",Desktop,India,Electronics,1,1400,1,"2025-08-02 19:56:00",0,NULL,0,0,0,0,Low
T0000750,C11364,199.84,"Debit Card",Desktop,Australia,Gaming,1,1003,1,"2025-05-15 19:56:00",0,NULL,0,0,0,0,Low
T0000751,C09040,178.42,"Debit Card",Desktop,USA,Fashion,1,299,1,"2026-03-30 19:56:00",0,NULL,0,0,0,0,Low
T0000752,C11200,250.38,"Google Pay",Mobile,Australia,Luxury,0,288,1,"2025-10-11 19:56:00",0,NULL,0,0,0,0,Low
T0000753,C22496,320.86,PayPal,Mobile,Germany,Gaming,1,834,1,"2026-01-04 19:56:00",0,NULL,0,0,0,0,Low
T0000754,C10791,107.12,"Debit Card",Mobile,Australia,Fashion,0,1858,0,"2025-09-13 19:56:00",0,29.91,1,0,0,1,Medium
T0000755,C10126,433.78,PayPal,Desktop,UK,Electronics,0,1350,0,"2025-05-13 19:56:00",0,NULL,0,0,0,0,Low
T0000756,C18263,69.04,PayPal,Mobile,Canada,Travel,0,853,1,"2025-08-01 19:56:00",0,NULL,0,0,0,0,Low
T0000757,C13476,30.48,"Debit Card",Tablet,Australia,Fashion,1,1942,1,"2025-11-26 19:56:00",0,NULL,0,0,0,0,Low
T0000758,C03499,65.91,"Google Pay",Mobile,Germany,Fashion,0,546,0,"2026-02-22 19:56:00",0,NULL,0,0,0,0,Low
T0000759,C19542,34.97,"Credit Card",Tablet,USA,Luxury,0,1080,0,"2026-01-02 19:56:00",0,NULL,0,0,0,0,Low
T0000760,C25554,197.22,PayPal,Tablet,Germany,Fashion,0,319,1,"2025-08-29 19:56:00",0,NULL,0,0,0,0,Low
T0000761,C27923,107.18,"Debit Card",Desktop,UK,Fashion,1,1235,0,"2025-10-14 19:56:00",0,NULL,0,0,0,0,Low
T0000762,C01057,2.51,"Debit Card",Desktop,India,Fashion,0,986,0,"2025-10-03 19:56:00",1,229.12,0,0,0,0,Low
T0000763,C02168,364.94,"Apple Pay",Tablet,India,Fashion,1,1869,1,"2026-01-30 19:56:00",0,NULL,0,0,0,0,Low
T0000764,C14011,357.6,PayPal,Tablet,Australia,Travel,0,1135,1,"2025-10-05 19:56:00",0,NULL,0,0,0,0,Low
T0000765,C20038,182.1,"Apple Pay",Tablet,USA,Electronics,0,498,1,"2025-07-12 19:56:00",0,NULL,0,0,0,0,Low
T0000766,C28764,71.48,"Google Pay",Tablet,USA,Luxury,1,1231,1,"2025-12-26 19:56:00",0,NULL,0,0,0,0,Low
T0000767,C01616,304.59,PayPal,Desktop,India,Travel,1,1671,1,"2026-01-23 19:56:00",0,NULL,0,0,0,0,Low
T0000768,C05456,50.7,"Apple Pay",Tablet,USA,Luxury,1,82,0,"2025-09-26 19:56:00",0,NULL,0,0,0,0,Low
T0000769,C14802,50.84,PayPal,Mobile,Germany,Travel,0,1548,0,"2026-03-15 19:56:00",1,64.98,0,0,0,0,Low
T0000770,C00817,15.19,"Apple Pay",Tablet,Australia,Electronics,1,192,0,"2026-01-29 19:56:00",0,NULL,0,0,0,0,Low
T0000771,C08195,95.64,"Credit Card",Tablet,Australia,Electronics,0,1577,0,"2025-11-16 19:56:00",0,NULL,0,0,0,0,Low
T0000772,C23142,58.77,"Google Pay",Mobile,Germany,Gaming,1,52,1,"2025-09-12 19:56:00",0,NULL,0,0,0,0,Low
T0000773,C05240,219.16,"Debit Card",Mobile,UK,Fashion,1,1303,0,"2025-10-19 19:56:00",0,NULL,0,0,0,0,Low
T0000774,C28470,222.39,PayPal,Tablet,USA,Groceries,0,934,1,"2026-02-15 19:56:00",0,47.12,1,0,0,1,Medium
T0000775,C23926,203.88,"Debit Card",Tablet,UK,Fashion,1,202,0,"2025-09-14 19:56:00",0,NULL,0,0,0,0,Low
T0000776,C00116,44.33,"Google Pay",Mobile,India,Electronics,1,668,1,"2025-06-16 19:56:00",0,NULL,0,0,0,0,Low
T0000777,C19923,60.61,"Apple Pay",Mobile,Germany,Electronics,0,1693,0,"2025-08-21 19:56:00",0,NULL,0,0,0,0,Low
T0000778,C19701,135.67,"Google Pay",Mobile,Germany,Fashion,0,322,1,"2025-06-27 19:56:00",0,NULL,0,0,0,0,Low
T0000779,C01603,191.16,"Credit Card",Mobile,Australia,Luxury,0,1659,1,"2026-01-26 19:56:00",0,NULL,0,0,0,0,Low
T0000780,C18943,214.65,"Credit Card",Desktop,USA,Travel,1,473,0,"2025-06-26 19:56:00",0,NULL,0,0,0,0,Low
T0000781,C05841,21.33,"Apple Pay",Tablet,Australia,Luxury,1,340,0,"2026-02-07 19:56:00",0,NULL,0,0,0,0,Low
T0000782,C18972,25.5,"Apple Pay",Mobile,Canada,Electronics,0,526,0,"2025-10-28 19:56:00",0,NULL,0,0,0,0,Low
